"","gene","clone_id","AASA_fold_clone","AASA_fdr_clone","log2FoldChange","fdr"
"10292","ZNF423","SB03041B1G06.f1",1.180416581,0.172239695,0.239296091181155,0.763866752227383
"10293","CKLF","SB02021A2G12.f1",0.955761484,0.708818017,-0.0652774649487431,0.14946525192203
"10294","LOC100219389","SB02009A1D04.f1",0.630715536,0.00026487,-0.664938624284773,3.57696722846106
"10295","LOC100231837","SB02022B2H09.f1",1.176880012,0.050471516,0.234967238883814,1.29695365027827
"10296","CARMIL2","SB03046B1A07.f1",1.122880023,0.34991629,0.16720378751614,0.45603583890483
"10297","LOC100230797","SB03002A2A05.f1",1.178877019,0.034100966,0.237413223548394,1.46723331829409
"10298","LOC100230797","SB03021B1F09.f1",1.100476798,0.29663418,0.138128728361496,0.527778808364482
"10299","KLHL36","SB02039B2G04.f1",1.374699996,0.000216565,0.459116810268825,3.66441173023652
"10300","GARRE1","SB02045B1C07.f1",1.182325368,0.230227026,0.241627110139252,0.637843696545791
"10301","GARRE1","SB03041A2D04.f1",0.917653883,0.660288799,-0.123977988565706,0.180266069944545
"10302","LSM14A","SB03016A1E09.f1",0.989992686,0.953053902,-0.0145102281905769,0.0208825362145924
"10303","LSM14A","SB03005B1E08.f1",1.02895672,0.812715862,0.041182300837786,0.0900612639190699
"10304","LSM14A","SB03049B1G02.f1",1.104974277,0.154212565,0.1440127851131,0.81188023920433
"10305","SMS","SB02013A1C03.f1",1.041768331,0.86027759,0.0590344859873016,0.0653613902064649
"10306","SMS","SB02025B2C08.f1",0.84251222,0.030439187,-0.247230483245037,1.51656695131437
"10307","SMS","SB03024B1G09.f1",1.073706283,0.655834299,0.102599391821881,0.183205874222137
"10308","KCTD15","SB02048B2C05.f1",0.993255277,0.946512404,-0.00976354175495248,0.0238736902543786
"10309","SS18L2","SB02024B1E01.f1",0.476815588,6.0355e-05,-1.06849669389707,4.21928674574126
"10310","SS18L2","SB02027B1E03.f1",0.521916723,0.000427096,-0.938108466060479,3.36947449597206
"10311","LRP3","SB03025B1B04.f2",1.030415815,0.758353622,0.0432266414679016,0.120128234643308
"10312","PARD6A","SB03033B1E03.f1",0.886630785,0.027879605,-0.173594639224046,1.55471338364202
"10313","PDP2","SB02042A2E10.f1",0.932209925,0.428239571,-0.101273221924626,0.36831320469007
"10314","PDP2","SB03002B2B05.f1",0.948450828,0.583806252,-0.076355115177285,0.233731258449474
"10315","AARS1","SB02005A1E05.f1",1.140412754,0.242482577,0.189556079104095,0.615319461121906
"10316","AARS1","SB010003000E09",1.09381732,0.063615539,0.129371811679917,1.19643678879061
"10317","LOC100227654","SB02015B2H06.f1",0.970028076,0.63695687,-0.0439015903507077,0.195889973873687
"10318","EXOSC6","SB03016A1G08.f1",1.105235823,0.135903847,0.144354228778501,0.866768249616106
"10319","EXOSC6","SB03020B2E09.f1",0.991700225,0.960613291,-0.0120240118414975,0.0174514087776034
"10320","SLC9A5","SB03010A2G06.f1",1.042671184,0.721523882,0.0602842623591606,0.14174928945037
"10321","GINS2","SB03020A2B08.f1",0.975129781,0.803848552,-0.0363338535174817,0.0948257662095657
"10322","PIEZO1","SB02027A2H08.f1",1.063751126,0.318996499,0.089160659031103,0.496214083316877
"10323","CDT1","SB02037A1E07.f1",0.931569505,0.699025041,-0.102264681299676,0.155507266352559
"10324","CBFA2T3","SB02004B2F04.f1",0.924964529,0.514238369,-0.112530053384902,0.288835522358067
"10325","CBFA2T3","SB03008B1A08.f1",1.027817612,0.674760399,0.0395842785316011,0.170850413635445
"10326","MVD","SB03008B1A01.f1",0.977633287,0.587441743,-0.0326346872140872,0.231035196201987
"10327","MVD","SB03033B1B06.f1",1.08131083,0.185487447,0.112781294988263,0.731685476254332
"10328","CIDEC","SB03007A1C07.f1",0.894259968,0.056540445,-0.161233800365192,1.24764077773041
"10329","PABPN1L","SB02026A1F05.f1",0.944902262,0.278076436,-0.0817629861042247,0.555835811383083
"10330","CEBPG","SB03011A1D10.f1",0.974120773,0.695501415,-0.0378274439282656,0.157701982097432
"10331","ACOT9","SB02023B1H05.f1",0.949211326,0.660288799,-0.0751987799996771,0.180266069944545
"10332","ACOT9","SB03037B1E03.f1",0.961770301,0.704263935,-0.0562357177084235,0.152264551039056
"10333","CDK10","SB010007000C08",1.010889393,0.935406037,0.0156251526317228,0.0289998315332163
"10334","CDK10","SB03002A1C05.f1",0.880778627,0.087471084,-0.183148634040512,1.05813549137446
"10335","CHMP1A","SB03035B2H01.f1",1.060615501,0.380836791,0.0849017388754826,0.419261102943893
"10336","KIAA0895L","SB02028A2G02.f1",0.917239706,0.285089813,-0.124629286404099,0.545018300883909
"10337","ZNF507","SB02010B1F05.f1",1.128126073,0.119173984,0.173928304197963,0.923818541897874
"10338","ZNF507","SB03003B1B09.f1",1.405762287,0.097918656,0.491352656742846,1.00913455614408
"10339","ZDHHC7","SB010003000C05",1.047458564,0.534981673,0.0668931740495952,0.271661095457838
"10340","MMP15","SB010023000B01",0.975778736,0.757838589,-0.0353740502395383,0.120423284303738
"10341","GOT2","SB03051A1D04.f1",0.974223715,0.808025126,-0.0376749925379163,0.0925751343819834
"10342","PRDX4","SB02036A1H07.f1",0.788204172,0.017726146,-0.343358709141911,1.7513856779848
"10343","PRDX4","SB02023B1E01.f1",0.826763697,0.017050849,-0.274453053134066,1.76825399163715
"10344","SETD6","SB03011B2B05.f1",1.038530443,0.752345769,0.0545435072960885,0.123582517046273
"10345","RFWD3","SB03037A2D11.f1",0.9933048,0.969240503,-0.0096916118019127,0.0135684456882028
"10346","DDX28","SB02047A1H09.f1",0.995868965,0.979154165,-0.00597216783615041,0.00914892439936793
"10347","COTL1","SB02047A1G03.f1",0.944487252,0.629065981,-0.0823967705876379,0.201303800212321
"10348","PLEKHG4","SB03005B2F01.f1",1.19639756,0.090630856,0.258696873260065,1.04272391811672
"10349","TENT4B","SB03033B1H08.f1",1.118637258,0.054935067,0.161742287498242,1.2601503414729
"10350","ACSF3","SB010015000G07",1.009947433,0.957509676,0.0142802037455459,0.0188568286259984
"10351","ACSF3","SB03039A1G10.f1",1.02300008,0.844350317,0.0328062579039639,0.0734773292340486
"10352","NAE1","SB02045A2E05.f1",0.900025124,0.250049972,-0.151962820373606,0.601973189747572
"10353","ADGRG1","SB03035A2E05.f1",1.117251649,0.399724489,0.159954174070463,0.398239244004663
"10354","NUTF2","SB02014A1G09.f2",1.072614961,0.094237167,0.1011322815489,1.02577777831632
"10355","ZDHHC1","SB02020A2H01.f1",0.887785536,0.273892224,-0.171716890742329,0.562420297508104
"10356","LPCAT2","SB02014A1C09.f2",1.035609535,0.78021647,0.0504801535042806,0.107784886176727
"10357","LPCAT2","SB02034B2F01.f1",1.088159212,0.455304474,0.121889657285291,0.34169808212325
"10358","EIF2S3","SB03031A1H02.f1",0.899364997,0.221615458,-0.153021359020526,0.654399950216335
"10359","GFOD2","SB02028A2G12.f1",1.092347755,0.399724489,0.127432219394459,0.398239244004663
"10360","LOC100222840","SB03009B1D09.f1",0.964538212,0.568645454,-0.0520897003964123,0.245158428443685
"10361","APOO","SB03035B2G10.f1",0.815253428,0.009294892,-0.294679492617145,2.03175565205416
"10362","FHOD1","SB03007B2H10.f1",0.971299556,0.690031073,-0.0420117927476197,0.161131351974938
"10363","UBA2","SB010011000A01",1.019130876,0.865782023,0.0273393331837742,0.0625914360707436
"10364","UBA2","SB02007B2H07.f1",1.127042188,0.137434922,0.172541520194444,0.861902899701138
"10365","CES2","SB02030A2D12.f1",1.05298139,0.807318827,0.0744799389353628,0.0929549194763615
"10366","LOC100225286","SB03009A2H09.f1",1.060660511,0.700851389,0.0849629621235963,0.154374061604683
"10367","LOC100225286","SB03031B2E08.f1",0.801294404,0.807341323,-0.319595693507847,0.0929428179964735
"10368","PDCD2L","SB02008B2G08.f1",0.72591123,0.001692225,-0.46213495970908,2.77154189321076
"10369","CDH5","SB03005A2C01.f1",1.221610154,0.178836378,0.288783958950548,0.747544134546248
"10370","TSHZ3","SB03026B2A11.f1",1.097095882,0.485753041,0.133689617300854,0.313584471869949
"10371","ZFX","SB02005A1F09.f1",1.046967785,0.674130865,0.0662170514991224,0.171255788285749
"10372","IRX5","SB03046B2F12.f1",0.874420689,0.198325889,-0.193600558968357,0.702620590303204
"10373","THAP11","SB02010B2F09.f1",1.084454676,0.048981011,0.116969757872841,1.30997225499755
"10374","THAP11","SB03033A2F08.f1",0.981442105,0.84634935,-0.0270249288697797,0.0724503349989933
"10375","MAF","SB03037A2F08.f1",1.069254572,0.433882911,0.0966053760125866,0.362627454744157
"10376","POP4","SB02025B1C06.f1",0.752571887,0.020577475,-0.410098697646363,1.68660791727251
"10377","ADAMTS18","SB02013A1C01.f1",1.063210338,0.623627411,0.0884270376695603,0.205074804027752
"10378","CEP89","SB02020B1F02.f1",1.155549549,0.146012683,0.208579122690849,0.835609418751992
"10379","CEP89","SB03045A1H08.f1",1.007079107,0.947308717,0.0101770128323644,0.0235084663604062
"10380","NUDT7","SB03019A2H08.f1",0.923971644,0.444153589,-0.114079517800475,0.352466824207731
"10381","NRN1L","SB020001000E05",0.987211923,0.912956641,-0.0185682762214471,0.0395498479000861
"10382","CIAO2B","SB02005B2D11.f1",0.770128421,0.014965641,-0.376829055714038,1.82490467696605
"10383","CIAO2B","SB02043B2B11.f1",0.742356951,0.011835841,-0.429815043338296,1.92680087768566
"10384","CIAO2B","SB03026A1B05.f1",0.740479938,0.0547101,-0.433467446125422,1.26193249141137
"10385","CIAO2B","SB03048B2H11.f1",0.822721672,0.084874226,-0.281523647641301,1.07122417318816
"10386","WFDC1","SB03016A1B12.f1",1.171272106,0.110803934,0.228076276841229,0.955444820075443
"10387","POLA1","SB03023B1B09.f1",1.119209872,0.259317489,0.162480592975053,0.586168192370398
"10388","ZFHX3","SB02035A2C06.f1",1.068657435,0.513810143,0.0957994620103142,0.289197326684211
"10389","ZFHX3","SB03051B1G08.f1",0.946057092,0.545535108,-0.0800008459316445,0.263177295084729
"10390","ZFHX3","SB03049A1G02.f1",0.952231633,0.654939679,-0.0706155390720899,0.183798697388068
"10391","DHX38","SB02006B2C06.f1",1.075750571,0.311508208,0.105343606057684,0.506530505530835
"10392","PHLPP2","SB03023B1E10.f1",1.346165783,0.001595568,0.428856091659941,2.79708468229124
"10393","ATXN1L","SB02031B2F12.f1",1.262893387,0.001044368,0.336732852475817,2.98114644366289
"10394","ZNF821","SB02018A1C04.f1",0.97192867,0.820508005,-0.0410776567902267,0.0859171775476719
"10395","ADCY7","SB02018B1H11.f1",0.988667255,0.927848094,-0.0164430444134444,0.0325231200502007
"10396","ADCY7","SB03030A1D02.f1",1.063065063,0.723755327,0.0882298971464722,0.140408226748872
"10397","SLC12A3","SB02037B1D01.f1",0.998428151,0.991218798,-0.00226948286715081,0.00383047036256361
"10398","CFDP1","SB02019A1B06.f1",0.88174005,0.21014486,-0.181574704243377,0.677481228075564
"10399","CDH15","SB02022B1H08.f1",1.379673001,0.013700876,0.4643263715414,1.86325166424479
"10400","TAB3","SB010017000C10",1.046794408,0.896955058,0.0659781226088098,0.0472293167681426
"10401","TAB3","SB02032B1B01.f2",1.061241048,0.338212333,0.0857523841100194,0.470810559789172
"10402","TAB3","SB02036A2F11.f1",1.214099588,0.034870399,0.279886765268231,1.45754308323753
"10403","TAB3","SB03043A2B02.f1",1.217294577,0.486984834,0.283678332678757,0.312484563657382
"10404","ANKRD11","SB02036B1H03.f1",1.036206565,0.788349683,0.051311629081774,0.103281102673675
"10405","ANKRD11","SB03012A1G09.f1",1.141732386,0.008212898,0.191224532806727,2.08550357085493
"10406","WDR59","SB03040A1C09.f1",1.093267333,0.189674209,0.128646221535896,0.721991718402166
"10407","ZNRF1","SB02010A2D12.f1",0.948995744,0.417437826,-0.0755264777398843,0.379408200026775
"10408","ZNRF1","SB02024A1B09.f1",1.09054169,0.116943062,0.12504492340057,0.932025538921056
"10409","DNAAF1","SB02026A2B04.f1",1.01202793,0.949875886,0.0172491061552095,0.0223331373918724
"10410","TMEM47","SB02042B1B08.f1",0.766084333,0.065550297,-0.384424877536212,1.18342533623677
"10411","TMEM47","SB03001B1D10.f1",0.924377788,0.650691945,-0.113445501381314,0.1866245694206
"10412","TMEM47","SB03045A2F06.f1",1.026672004,0.872375589,0.0379753503201076,0.0592964954442359
"10413","DNAJA2","SB03011A1D12.f1",1.132958711,0.227393002,0.180095285235257,0.643222904817806
"10414","TCF25","SB03012B1E11.f1",0.869311766,0.158297732,-0.202054423488231,0.800525307417752
"10415","GAS8","SB010008000C11",0.994383145,0.965678297,-0.00812625226908721,0.0151675289748172
"10416","LOC100225673","SB03002B2C06.f1",1.012704178,0.795118399,0.0182128086306468,0.0995681968733893
"10417","SF3B3","SB03022B1C05.f1",1.183937232,0.032352109,0.243592596606446,1.4900974028714
"10418","GLG1","SB02028B2G07.f1",1.248393481,0.059573181,0.320072728763923,1.22494920947203
"10419","GLG1","SB03008B1F07.f1",1.159226344,0.207523978,0.213162286348316,0.682931716246066
"10420","COG4","SB02023B1D10.f1",1.100549561,0.184260968,0.138224115514738,0.734566651636577
"10421","COG4","SB02049A1C09.f1",0.943115634,0.388659088,-0.0844934264568922,0.410431172749163
"10422","COG4","SB03010A1E07.f1",1.031959897,0.796762424,0.0453869072695108,0.0986711558020486
"10423","ST3GAL2","SB02029B2D03.f1",1.19339854,0.03240365,0.25507591701798,1.48940606739903
"10424","CHD9","SB02034A2E08.f1",1.158770485,0.098296646,0.212594843357113,1.00746130056606
"10425","CHD9","SB03003B1B02.f1",1.005618725,0.948087877,0.00808341864704211,0.0231514066203478
"10426","NFAT5","SB03026B2D02.f1",1.063429888,0.518889687,0.0887249194583837,0.284924960878595
"10427","WWP2","SB02045A1F03.f1",1.09192436,0.185587981,0.126872921063181,0.731450152871443
"10428","LANCL3","SB02029B2A01.f1",1.12452746,0.420060288,0.169318890926418,0.376688374205119
"10429","VPS4A","SB03046B1C08.f1",0.85350284,0.06389163,-0.228532141110507,1.19455603202789
"10430","CHTF8","SB02033A1G04.f1",0.843107073,0.186211125,-0.246212232549465,0.729994376084102
"10431","CIAPIN1","SB03048B2C05.f1",1.034329839,0.604655371,0.0486963222177735,0.218492085046618
"10432","LOC101234219","SB03012B1D07.f1",0.771617672,0.031619818,-0.374041909749689,1.50004063414521
"10433","DOK4","SB02010B2A11.f1",0.810229896,0.093476273,-0.303596776074802,1.02929861172484
"10434","ANKRD27","SB02033A2H06.f1",0.974737941,0.84509413,-0.0369136934995004,0.0730949148813143
"10435","PSKH1","SB010016000A02",0.786574573,0.092600161,-0.346344544761785,1.03338825822788
"10436","PSKH1","SB03031B1C06.f1",0.956457909,0.607677054,-0.0642266138362072,0.216327162384501
"10437","DYNLT3","SB020001000G03",0.895910759,0.338077231,-0.158573061220727,0.470984077338452
"10438","DYNLT3","SB02044A1C04.f1",0.94735169,0.628468942,-0.07802799102218,0.201716179634825
"10439","PEPD","SB02005A2G02.f1",0.926574985,0.675788128,-0.110020360825692,0.170189442021581
"10440","CHST8","SB02005A2C07.f1",0.92859647,0.416561274,-0.106876298285151,0.380321107095558
"10441","NFKBIZ","SB02025A2D02.f1",1.072144682,0.515710825,0.100499605347423,0.287593752462927
"10442","MYLK3","SB03041A2A07.f1",1.093022134,0.457005861,0.128322616278537,0.340078230162893
"10443","AMFR","SB03025A1C09.f2",0.99819575,0.991486016,-0.00260533357147612,0.00371340674043648
"10444","AMFR","SB03028B1D02.f1",0.791810361,0.001515995,-0.336773149437108,2.81930223107599
"10445","SRPX","SB02015B1E09.f1",1.284705815,0.098740639,0.361438034258989,1.00550406657085
"10446","ZCCHC14","SB03033B1F06.f1",1.113666286,0.129031187,0.155316988818528,0.889305307491193
"10447","ZCCHC14","SB03036A2D10.f1",1.128337103,0.013178507,0.174198152993728,1.88013378840582
"10448","DRC7","SB02046B1G02.f1",1.5187481,0.054850673,0.602882603864234,1.26081803940389
"10449","DRC7","SB03047A2A01.f1",1.294379359,0.154114092,0.372260506927366,0.812157648121137
"10450","VPS35","SB03034A2A09.f1",1.032871841,0.622231089,0.0466612553412686,0.2060482937033
"10451","VPS35","SB03049A2H10.f1",1.099658896,0.333326134,0.137056082508871,0.477130634713178
"10452","PLA2G15","SB010006000G03",1.399760495,0.023276739,0.485179997002284,1.63307786309027
"10453","SMPD3","SB02005A2B05.f1",0.968919952,0.784754957,-0.0455506135843977,0.105265932345413
"10454","SMPD3","SB02008B1G05.f1",0.986474875,0.863965018,-0.0196457881600221,0.0635038417770491
"10455","LOC115496888","SB02023A2F12.f1",1.058654306,0.602323642,0.0822315671974281,0.220170089861745
"10456","LOC100220853","SB02032A1D05.f2",0.897010121,0.309042233,-0.156803831666868,0.509982166835555
"10457","JPH3","SB03023B1D07.f1",1.303526553,0.021775525,0.382419971052411,1.66203136551183
"10458","DPY19L3","SB02015B1B05.f1",0.948370813,0.640780291,-0.0764768316753152,0.193290854666607
"10459","DPY19L3","SB02047B1A01.f1",0.901745431,0.350697795,-0.149207886761227,0.45506696472113
"10460","PHAF1","SB03050A1H09.f1",1.331631179,0.019016216,0.413194555451185,1.72087589821954
"10461","NDRG4","SB010021000E09",1.057215853,0.627130081,0.0802699635323457,0.202642367301528
"10462","NDRG4","SB02008A1F05.f1",1.041474477,0.75434624,0.0586274842592944,0.122429270036485
"10463","NDRG4","SB02033A2F01.f1",0.990030147,0.92047493,-0.0144556381141066,0.0359880354173583
"10464","NDRG4","SB02028A1E07.f1",0.968839085,0.581339265,-0.0456710273383389,0.235570342798069
"10465","SHISA5","SB02034B1A01.f1",1.257171132,0.013119668,0.330181049506215,1.88207715486831
"10466","SHISA5","SB03027B2F03.f1",1.19815991,0.025937207,0.260820467365644,1.58607679192945
"10467","RPP14","SB03035B2H02.f1",0.869217919,0.257094857,-0.202210178782836,0.589906611022876
"10468","NINJ1","SB03051B1H07.f1",0.998047544,0.986771877,-0.00281955201094753,0.00578323639932389
"10469","RHOA","SB010015000D06",0.772489841,0.031134423,-0.372412134602121,1.5067591784487
"10470","FOXP1","SB03032A1G05.f1",1.080733441,0.671421749,0.112010731426785,0.173004594994911
"10471","FOXP1","SB03039B2H11.f1",1.060242097,0.744578606,0.0843937291862677,0.12808944653507
"10472","FOXP1","SB03007A2A01.f1",0.938577276,0.755310438,-0.0914525633502638,0.121874513536013
"10473","EOGT","SB03031B2H09.f1",1.298495937,0.049735137,0.376841499823697,1.30333668141659
"10474","MED14","SB03038A1B07.f1",1.025412529,0.763581738,0.0362044305206948,0.117144466842892
"10475","MED14","SB03050B1F09.f1",1.123650547,0.277565897,0.168193430134069,0.556633894321421
"10476","TMCC1","SB02046B1C09.f1",0.989317686,0.882785302,-0.0154942266620928,0.0541449062686902
"10477","USP9X","SB03016B2E02.f1",1.24555311,0.034296818,0.316786538961358,1.46474617118597
"10478","TMEM115","SB02040A1B10.f1",1.059383606,0.561626222,0.0832250881622238,0.250552623449389
"10479","DDX3X","SB02005A1D02.f1",1.023897426,0.883625665,0.0340711934498837,0.0537316784886904
"10480","DDX3X","SB010020000G09",1.157112733,0.241652011,0.210529427467985,0.616809586361769
"10481","DDX3X","SB02039A1G03.f1",0.968473118,0.836382761,-0.0462160905258744,0.0775949271692027
"10482","PLXNB1","SB02039B1A03.f1",1.025399299,0.813061256,0.0361858165697407,0.0898767334457615
"10483","TADA3","SB010025000D10",1.010390168,0.92097349,0.0149125055933522,0.0357528706852523
"10484","CRELD1","SB02017B2C03.f1",0.965240232,0.761036649,-0.0510400453746857,0.118594428544514
"10485","CCDC71","SB02007A1F12.f1",1.021699781,0.848631681,0.03097133317233,0.0712807592455099
"10486","OGG1","SB03050B2C05.f1",0.782403529,0.002153871,-0.354015217363937,2.66678031109645
"10487","LOC100218845","SB03003B1F08.f1",0.803765504,0.07101871,-0.315153433733637,1.1486272205865
"10488","LOC100218256","SB02041B2C02.f1",1.051664125,0.729991702,0.0726740177789091,0.136682076586521
"10489","CASK","SB02024B2B09.f1",1.09008645,0.409931084,0.124442553388087,0.387289149022258
"10490","CASK","SB02025A2F11.f1",1.129270891,0.060015316,0.175391603227114,1.22173790285875
"10491","CASK","SB03017A1B03.f1",1.024791272,0.84994718,0.0353300936181749,0.0706080626943018
"10492","TAFA1","SB03028A2D08.f1",0.918897698,0.491131598,-0.122023841429079,0.308802123706747
"10493","FEZF2","SB03009B2G06.f1",0.853197083,0.058609294,-0.229049061638119,1.23203351004222
"10494","FEZF2","SB03044B1C04.f1",0.928456701,0.320527586,-0.107093463896453,0.494134587262112
"10495","DCAF1","SB03037A2E06.f1",1.169500983,0.099248803,0.225893074318497,1.00327472238479
"10496","RBM15B","SB03028A2E03.f1",1.061624868,0.570011379,0.0862740705834365,0.244116474524732
"10497","KCTD6","SB03033B2A10.f1",0.97784009,0.800687601,-0.0323295399621097,0.0965368966820069
"10498","DALRD3","SB03021A2G03.f1",0.956602819,0.4861475,-0.0640080520982392,0.313231943253663
"10499","ARIH2","SB03021A2D02.f1",1.031115204,0.739657616,0.04420553052789,0.130969266609293
"10500","SLC25A20","SB03002B1G09.f1",0.957620344,0.643382132,-0.0624742931947663,0.191531004487137
"10501","NDUFAF3","SB02014B2D02.f1",0.745712891,0.001277214,-0.423307813546899,2.89373632964917
"10502","ATG7","SB02047A2F02.f1",0.799665896,0.012706257,-0.322530733466024,1.89598236476079
"10503","ACAD9","SB02014A2E07.f2",0.835586823,0.18734189,-0.259138353251187,0.727365102700865
"10504","ACAD9","SB03008B1H02.f1",0.845272135,0.195646994,-0.242512203660339,0.708526820389121
"10505","IQSEC1","SB02008B2G03.f1",1.046108704,0.743883307,0.0650327737390578,0.128495186901416
"10506","IQSEC1","SB02023A2C03.f1",1.11920911,0.347726212,0.1624796107339,0.458762570467476
"10507","IQSEC1","SB03007B2B04.f1",1.266232931,0.05830135,0.340542821423153,1.23432138879566
"10508","USP4","SB02032B2H08.f2",0.92184976,0.326420066,-0.117396450701969,0.486223151740438
"10509","USP4","SB02028B1A01.f1",1.368125762,0.013254941,0.452200852939024,1.87762220104529
"10510","USP4","SB02044A2E02.f1",0.948338047,0.499927615,-0.0765266773281841,0.301092873027614
"10511","TKT","SB03045B1C02.f1",1.068051667,0.825361298,0.0949814390870014,0.0833558994749655
"10512","NOL8","SB02021A1H10.f1",1.020074028,0.809449936,0.028673854111572,0.0918100069369312
"10513","LOC100225968","SB03027A1F06.f1",1.093958913,0.484706676,0.129558554287437,0.314520998577232
"10514","LOC100225968","SB03043A1F06.f1",0.93304512,0.397203961,-0.0999812465795579,0.400986429280721
"10515","LOC100225968","SB03049A1D03.f1",0.964827696,0.804253891,-0.0516567735652509,0.0946068292935818
"10516","LOC100221170","SB03033A2H03.f1",1.128944201,0.156896211,0.174974181478525,0.804387544377763
"10517","LOC100221170","SB03040A2C03.f1",1.167699201,0.116200174,0.223668684222251,0.934793221625694
"10518","MUSTN1","SB03041A2B02.f1",0.958048303,0.759011044,-0.0618296991119202,0.119751904851077
"10519","BAP1","SB02020A2A10.f1",1.001751337,0.990191003,0.00252443528104673,0.00428102404089604
"10520","BAP1","SB02044A2B09.f1",0.910650401,0.485551161,-0.135030785694407,0.313765003100204
"10521","RAD18","SB03003A1C04.f1",1.087092601,0.087440174,0.120474837617621,1.05828898684101
"10522","PDZRN3","SB02023A1H01.f1",1.086949736,0.47979393,0.120285227117581,0.318945250707872
"10523","TUSC2","SB02023B1C10.f1",1.069033291,0.321767015,0.0963067810404067,0.492458478377802
"10524","LOC100219242","SB010014000G08",0.816918191,0.076742715,-0.291736485730773,1.11496284041708
"10525","LOC100219242","SB02015A2E07.f1",0.988200381,0.848631681,-0.0171244828717172,0.0712807592455099
"10526","ABHD14A","SB010011000A12",0.889275316,0.232494438,-0.169297954194248,0.633587432343067
"10527","ABHD14A","SB03008B2B04.f1",1.156805988,0.037462046,0.21014692527472,1.42640850719984
"10528","ABHD14B","SB03012B2G08.f1",1.309075279,0.010525993,0.388548062536968,1.97773692313333
"10529","THUMPD3","SB02004A1A06.f1",1.024799102,0.815083454,0.0353411166033659,0.0887979228475191
"10530","LOC100225003","SB010002000F07",0.887559809,0.305116461,-0.172083754830116,0.515534361585317
"10531","LOC100225003","SB03028B1E02.f1",0.808637272,0.027407424,-0.306435392526453,1.56213178150386
"10532","PPM1M","SB02013A1B06.f1",0.930949786,0.68273778,-0.103224741756884,0.165746064349801
"10533","WDR82","SB010019000G05",0.98916896,0.892087132,-0.0157111260417164,0.0495927251095999
"10534","WDR82","SB03028B1C01.f1",1.021195152,0.828874749,0.030258593854379,0.0815110905930476
"10535","LOC100220391","SB02005B2H12.f1",1.027872203,0.905200827,0.0396609030927786,0.0432550579415993
"10536","SYN2","SB02012A1H01.f1",0.990957907,0.964114832,-0.0131043176492603,0.0158712358753202
"10537","VHL","SB03023B1F01.f1",0.842910751,0.030124177,-0.246548210939569,1.52108480928815
"10538","IFRD2","SB02006A1G09.f1",1.026666238,0.592602329,0.0379672478268744,0.227236646021913
"10539","LSMEM2","SB02006A1G09.f1",1.026666238,0.592602329,0.0379672478268744,0.227236646021913
"10540","EFCC1","SB03037B1D02.f1",1.092533556,0.254974917,0.127677591241972,0.593502540916194
"10541","EFHC2","SB03023A1G08.f1",0.851517156,0.181811297,-0.231892497893956,0.740379135017612
"10542","CCDC66","SB03044B2E12.f1",0.862254919,0.229786308,-0.213813640877472,0.638675852659056
"10543","CCDC66","SB03050A1C01.f1",1.088973728,0.241782119,0.122969148782719,0.61657582054215
"10544","SEMA3F","SB03044A1F08.f1",0.870103299,0.191701166,-0.200741406445202,0.717375245568333
"10545","CCDC174","SB02022B1C08.f1",0.890623615,0.054874853,-0.167112229354344,1.26062663014617
"10546","PBRM1","SB03022A1F09.f1",1.152753714,0.033282602,0.205084313904905,1.47778272835282
"10547","PBRM1","SB03026B2E03.f1",1.088878641,0.252135975,0.122843170047527,0.598365184353986
"10548","GNL3","SB02022A1H03.f1",0.942514405,0.690197996,-0.0854134267837778,0.161026306023097
"10549","GATA2","SB02008A1G01.f1",1.241679039,0.009131895,0.312292300221441,2.03943909074102
"10550","ITPR1","SB02039B2C01.f1",1.128531547,0.166134204,0.174446748227859,0.779540945036819
"10551","XPC","SB02027B1H05.f1",1.026356829,0.793955097,0.037532393644804,0.1002040588784
"10552","XPC","SB02045A1B08.f1",0.969205769,0.75014242,-0.0451251027240619,0.124856274810708
"10553","XPC","SB03049A1B04.f1",1.427063006,0.007682647,0.513049032386975,2.11448912118833
"10554","ZXDC","SB02036A2C06.f1",1.018480868,0.88118916,0.0264188797630381,0.0549308539873844
"10555","WNK2","SB02037B2G03.f1",1.105264411,0.446597342,0.144391545006925,0.350083866034326
"10556","WNK2","SB02035B1A01.f1",0.950260434,0.539806978,-0.0736051337083941,0.267761505686677
"10557","WNK2","SB03041B2B07.f1",1.076153013,0.487956876,0.105883222319985,0.311618557798099
"10558","WNK2","SB02040B2E09.f1",0.944736106,0.48696382,-0.0820166986048715,0.31250330440764
"10559","SUSD3","SB03009A1B12.f1",0.990108632,0.906178094,-0.014341272473128,0.0427864406890681
"10560","CARD19","SB02004B1E09.f1",1.07076746,0.507541179,0.098645202094743,0.294528715804985
"10561","CARD19","SB03051B2A01.f1",1.162797271,0.023998429,0.217599590691203,1.61981718741183
"10562","CACNA1D","SB03041B1C06.f1",1.297367225,0.060633618,0.375586898016135,1.21728651669732
"10563","CACNA1D","SB02041B2D05.f1",1.065933634,0.693169376,0.0921176173844855,0.159160632524769
"10564","ACTR8","SB02006A2B06.f1",0.901713071,0.309721898,-0.149259660185985,0.50902808800982
"10565","ACTR8","SB02029B1D09.f1",0.937204206,0.432155879,-0.0935646661219456,0.364359574530405
"10566","MAGI1","SB03016A2A02.f1",1.178351667,0.099248803,0.236770161004508,1.00327472238479
