"seqid"	"start"	"end"	"strand"	"type"	"Name"	"Dbxref"	"gene"	"interval_start"	"interval_stop"
"NC_044214.2"	14185185	14288502	"+"	"gene"	"ROCK2"	GeneID:100221127	"ROCK2"	14183185	14288502
"NC_044214.2"	14698202	14708050	"+"	"gene"	"ODC1"	GeneID:100229742	"ODC1"	14696202	14708050
"NC_044214.2"	15282126	15303862	"+"	"gene"	"YWHAQ"	GeneID:100223051	"YWHAQ"	15280126	15303862
"NC_044214.2"	15326659	15361413	"+"	"gene"	"ADAM17"	GeneID:100225922	"ADAM17"	15324659	15361413
"NC_044214.2"	15388942	15398166	"+"	"gene"	"ITGB1BP1"	GeneID:100231688	"ITGB1BP1"	15386942	15398166
"NC_044214.2"	15735456	15737622	"-"	"gene"	"ID2"	GeneID:100224948	"ID2"	15735456	15739622
"NC_044214.2"	17859700	17866702	"-"	"gene"	"RPS7"	GeneID:100232723	"RPS7"	17859700	17868702
"NC_044214.2"	19470610	19473442	"+"	"gene"	"TMEM18"	GeneID:101234139	"TMEM18"	19468610	19473442
"NC_044214.2"	20730522	20758352	"+"	"gene"	"KBTBD11"	GeneID:105759115	"KBTBD11"	20728522	20758352
"NC_044214.2"	23082691	23125395	"-"	"gene"	"ANGPT2"	GeneID:100225992	"ANGPT2"	23082691	23127395
"NC_044214.2"	23277219	23285079	"+"	"gene"	"TMEM14A"	GeneID:101233948	"TMEM14A"	23275219	23285079
"NC_044214.2"	27957231	28399728	"+"	"gene"	"ADGRB3"	GeneID:100222042	"ADGRB3"	27955231	28399728
"NC_044214.2"	28881380	28960697	"+"	"gene"	"FAM135A"	GeneID:100227848	"FAM135A"	28879380	28960697
"NC_044214.2"	28963857	28973799	"+"	"gene"	"SDHAF4"	GeneID:100224938	"SDHAF4"	28961857	28973799
"NC_044214.2"	29225239	29240198	"-"	"gene"	"OGFRL1"	GeneID:100229798	"OGFRL1"	29225239	29242198
"NC_044214.2"	30152486	30156899	"-"	"gene"	"EEF1A1"	GeneID:100223995	"EEF1A1"	30152486	30158899
"NC_044214.2"	30847575	30851410	"-"	"gene"	"COX7A2"	GeneID:100229691	"COX7A2"	30847575	30853410
"NC_044214.2"	32160142	32183948	"-"	"gene"	"HMGN3"	GeneID:100190384	"HMGN3"	32160142	32185948
"NC_044214.2"	33578392	33656845	"-"	"gene"	"UBE3D"	GeneID:100225010	"UBE3D"	33578392	33658845
"NC_044214.2"	33720514	33728790	"-"	"gene"	"PGM3"	GeneID:100218267	"PGM3"	33720514	33730790
"NC_044214.2"	34042883	34063290	"-"	"gene"	"LOC121469685"	GeneID:121469685	"LOC121469685"	34042883	34065290
"NC_044214.2"	34059403	34062318	"+"	"gene"	"RIPPLY2"	GeneID:105759109	"RIPPLY2"	34057403	34062318
"NC_044214.2"	34657022	34683505	"+"	"gene"	"NT5E"	GeneID:100231749	"NT5E"	34655022	34683505
"NC_044214.2"	35165765	35168466	"+"	"gene"	"SMIM8"	GeneID:100217661	"SMIM8"	35163765	35168466
"NC_044214.2"	35208034	35224704	"+"	"gene"	"SLC35A1"	GeneID:100220555	"SLC35A1"	35206034	35224704
"NC_044214.2"	35294186	35311165	"-"	"gene"	"AKIRIN2"	GeneID:100190019	"AKIRIN2"	35294186	35313165
"NC_044214.2"	35959573	35995242	"-"	"gene"	"UBE2J1"	GeneID:100217701	"UBE2J1"	35959573	35997242
"NC_044214.2"	36200256	36220773	"+"	"gene"	"CASP8AP2"	GeneID:100232114	"CASP8AP2"	36198256	36220773
"NC_044214.2"	36238838	36424296	"-"	"gene"	"BACH2"	GeneID:100218595	"BACH2"	36238838	36426296
"NC_044214.2"	36515694	36562790	"-"	"gene"	"MAP3K7"	GeneID:100221443	"MAP3K7"	36515694	36564790
"NC_044214.2"	37644971	37808790	"-"	"gene"	"EPHA7"	GeneID:100224370	"EPHA7"	37644971	37810790
"NC_044214.2"	38519054	38537741	"+"	"gene"	"MANEA"	GeneID:100227255	"MANEA"	38517054	38537741
"NC_044214.2"	38996090	38999822	"-"	"gene"	"NDUFAF4"	GeneID:100190575	"NDUFAF4"	38996090	39001822
"NC_044214.2"	39919515	39924116	"+"	"gene"	"POU3F2"	GeneID:115494296	"POU3F2"	39917515	39924116
"NC_044214.2"	40137208	40164497	"-"	"gene"	"FAXC"	GeneID:100223438	"FAXC"	40137208	40166497
"NC_044214.2"	40185832	40213348	"-"	"gene"	"PNISR"	GeneID:100219634	"PNISR"	40185832	40215348
"NC_044214.2"	40219315	40268203	"-"	"gene"	"USP45"	GeneID:100232138	"USP45"	40219315	40270203
"NC_044214.2"	41138925	41486376	"+"	"gene"	"GRIK2"	GeneID:100231135	"GRIK2"	41136925	41486376
"NC_044214.2"	42892373	42974721	"-"	"gene"	"LOC100226306"	GeneID:100226306	"LOC100226306"	42892373	42976721
"NC_044214.2"	43688948	43693280	"+"	"gene"	"MTRES1"	GeneID:100227235	"MTRES1"	43686948	43693280
"NC_044214.2"	43860324	43959996	"+"	"gene"	"LOC100217665"	GeneID:100217665	"LOC100217665"	43858324	43959996
"NC_044214.2"	45442456	45453667	"+"	"gene"	"RPF2"	GeneID:100190119	"RPF2"	45440456	45453667
"NC_044214.2"	46840480	46845270	"+"	"gene"	"MARCKS"	GeneID:101233423	"MARCKS"	46838480	46845270
"NC_044214.2"	47741198	47868805	"+"	"gene"	"NT5DC1"	GeneID:100224373	"NT5DC1"	47739198	47868805
"NC_044214.2"	47959261	47969696	"+"	"gene"	"RWDD1"	GeneID:100217610	"RWDD1"	47957261	47969696
"NC_044214.2"	48380859	48396955	"+"	"gene"	"NUS1"	GeneID:100187707	"NUS1"	48378859	48396955
"NC_044214.2"	48451407	48672645	"+"	"gene"	"SLC35F1"	GeneID:100224430	"SLC35F1"	48449407	48672645
"NC_044214.2"	48712463	48847241	"-"	"gene"	"CEP85L"	GeneID:100227307	"CEP85L"	48712463	48849241
"NC_044214.2"	48900015	48910849	"+"	"gene"	"ASF1A"	GeneID:100229097	"ASF1A"	48898015	48910849
"NC_044214.2"	50501978	50557435	"+"	"gene"	"CLVS2"	GeneID:100228277	"CLVS2"	50499978	50557435
"NC_044214.2"	54333482	54371292	"-"	"gene"	"MED23"	GeneID:100221789	"MED23"	54333482	54373292
"NC_044214.2"	54764953	54796258	"-"	"gene"	"STX7"	GeneID:100227604	"STX7"	54764953	54798258
"NC_044214.2"	54879058	54883030	"+"	"gene"	"RPS12"	GeneID:100223758	"RPS12"	54877058	54883030
"NC_044214.2"	55360423	55374631	"+"	"gene"	"TBPL1"	GeneID:100232377	"TBPL1"	55358423	55374631
"NC_044214.2"	55803053	55861925	"-"	"gene"	"HBS1L"	GeneID:100225632	"HBS1L"	55803053	55863925
"NC_044214.2"	56151017	56205458	"-"	"gene"	"IGF2R"	GeneID:100232425	"IGF2R"	56151017	56207458
"NC_044214.2"	56254619	56257479	"-"	"gene"	"MRPL18"	GeneID:100228554	"MRPL18"	56254619	56259479
"NC_044214.2"	56267240	56275743	"-"	"gene"	"ACAT2"	GeneID:100224772	"ACAT2"	56267240	56277743
"NC_044214.2"	56310737	56318423	"+"	"gene"	"SOD2"	GeneID:100190330	"SOD2"	56308737	56318423
"NC_044214.2"	58020615	58033291	"-"	"gene"	"MTRF1L"	GeneID:100226624	"MTRF1L"	58020615	58035291
"NC_044214.2"	58696211	58901511	"+"	"gene"	"SCAF8"	GeneID:100219936	"SCAF8"	58694211	58901511
"NC_044214.2"	59941799	59962518	"-"	"gene"	"TMEM242"	GeneID:100231838	"TMEM242"	59941799	59964518
"NC_044214.2"	60287749	60290717	"+"	"gene"	"GTF2H5"	GeneID:100222149	"GTF2H5"	60285749	60290717
"NC_044214.2"	60306037	60454933	"+"	"gene"	"TULP4"	GeneID:100225059	"TULP4"	60304037	60454933
"NC_044214.2"	60470182	60503988	"+"	"gene"	"TMEM181"	GeneID:100224130	"TMEM181"	60468182	60503988
"NC_044214.2"	60505954	60510980	"-"	"gene"	"DYNLT1"	GeneID:100190057	"DYNLT1"	60505954	60512980
"NC_044214.2"	60754288	60763675	"+"	"gene"	"LOC115494354"	GeneID:115494354	"LOC115494354"	60752288	60763675
"NC_044214.2"	60762485	60891976	"-"	"gene"	"PHACTR2"	GeneID:100222256	"PHACTR2"	60762485	60893976
"NC_044214.2"	62443143	62445969	"+"	"gene"	"CITED2"	GeneID:100232815	"CITED2"	62441143	62445969
"NC_044214.2"	62508251	62534198	"-"	"gene"	"HECA"	GeneID:100219401	"HECA"	62508251	62536198
"NC_044214.2"	64728425	64745699	"-"	"gene"	"FBXO30"	GeneID:100219358	"FBXO30"	64728425	64747699
"NC_044214.2"	65479840	66011265	"+"	"gene"	"SASH1"	GeneID:100230822	"SASH1"	65477840	66011265
"NC_044214.2"	66267112	66325093	"+"	"gene"	"TAB2"	GeneID:100225126	"TAB2"	66265112	66325093
"NC_044214.2"	66895960	67058210	"-"	"gene"	"FMN2"	GeneID:100220308	"FMN2"	66895960	67060210
"NC_044214.2"	67851997	68218996	"-"	"gene"	"RYR2"	GeneID:100225109	"RYR2"	67851997	68220996
"NC_044214.2"	68477561	68506791	"+"	"gene"	"ERO1B"	GeneID:100226016	"ERO1B"	68475561	68506791
"NC_044214.2"	68932985	68941067	"+"	"gene"	"TOMM20"	GeneID:100190118	"TOMM20"	68930985	68941067
"NC_044214.2"	69119652	69124770	"+"	"gene"	"IRF2BP2"	GeneID:100218371	"IRF2BP2"	69117652	69124770
"NC_044214.2"	69186897	69218450	"+"	"gene"	"TARBP1"	GeneID:100224144	"TARBP1"	69184897	69218450
"NC_044214.2"	69219031	69220845	"-"	"gene"	"LOC100223159"	GeneID:100223159	"LOC100223159"	69219031	69222845
"NC_044214.2"	69772853	69788993	"-"	"gene"	"NTPCR"	GeneID:100190207	"NTPCR"	69772853	69790993
"NC_044214.2"	70233100	70433104	"-"	"gene"	"DISC1"	GeneID:100221277	"DISC1"	70233100	70435104
"NC_044214.2"	71157232	71225136	"-"	"gene"	"PGBD5"	GeneID:100224147	"PGBD5"	71157232	71227136
"NC_044214.2"	71376428	71397776	"-"	"gene"	"C3H1orf198"	GeneID:100228877	"C3H1orf198"	71376428	71399776
"NC_044214.2"	71571954	71582226	"-"	"gene"	"LOC100227951"	GeneID:100227951	"LOC100227951"	71571954	71584226
"NC_044214.2"	71584116	71590972	"+"	"gene"	"PSMB1"	GeneID:100190747	"PSMB1"	71582116	71590972
"NC_044214.2"	71999566	72005201	"+"	"gene"	"DYNLT2"	GeneID:100222203	"DYNLT2"	71997566	72005201
"NC_044214.2"	75056181	75208457	"-"	"gene"	"QKI"	GeneID:100219355	"QKI"	75056181	75210457
"NC_044214.2"	76212512	76284502	"+"	"gene"	"AGPAT4"	GeneID:100226088	"AGPAT4"	76210512	76284502
"NC_044214.2"	76568102	76609729	"-"	"gene"	"LOC100230263"	GeneID:100230263	"LOC100230263"	76568102	76611729
"NC_044214.2"	76734504	76737796	"-"	"gene"	"LOC100190436"	GeneID:100190436	"LOC100190436"	76734504	76739796
"NC_044214.2"	76747947	76786567	"+"	"gene"	"SPAST"	GeneID:100224472	"SPAST"	76745947	76786567
"NC_044214.2"	76879733	76894123	"+"	"gene"	"CEBPZ"	GeneID:100218683	"CEBPZ"	76877733	76894123
"NC_044214.2"	78332762	78387306	"+"	"gene"	"VIT"	GeneID:100228305	"VIT"	78330762	78387306
"NC_044214.2"	78461325	78515871	"-"	"gene"	"HEATR5B"	GeneID:100225425	"HEATR5B"	78461325	78517871
"NC_044214.2"	79530568	79547724	"-"	"gene"	"FAM98A"	GeneID:100229241	"FAM98A"	79530568	79549724
"NC_044214.2"	79686041	79691818	"+"	"gene"	"POLR1C"	GeneID:100220630	"POLR1C"	79684041	79691818
"NC_044214.2"	79690502	79719814	"-"	"gene"	"XPO5"	GeneID:100224518	"XPO5"	79690502	79721814
"NC_044214.2"	79731882	79742601	"-"	"gene"	"GTPBP2"	GeneID:100221582	"GTPBP2"	79731882	79744601
"NC_044214.2"	79742631	79745121	"+"	"gene"	"LOC100231208"	GeneID:100231208	"LOC100231208"	79740631	79745121
"NC_044214.2"	80766694	80796817	"-"	"gene"	"EFCAB2"	GeneID:101233497	"EFCAB2"	80766694	80798817
"NC_044214.2"	80817516	80832075	"+"	"gene"	"HNRNPU"	GeneID:100221587	"HNRNPU"	80815516	80832075
"NC_044214.2"	80842066	80844888	"-"	"gene"	"LOC100189939"	GeneID:100189939	"LOC100189939"	80842066	80846888
"NC_044214.2"	80861510	80876739	"-"	"gene"	"DESI2"	GeneID:100227394	"DESI2"	80861510	80878739
"NC_044214.2"	81127593	81278225	"+"	"gene"	"AKT3"	GeneID:100217811	"AKT3"	81125593	81278225
"NC_044214.2"	81469448	81473979	"+"	"gene"	"LOC121469585"	GeneID:121469585	"LOC121469585"	81467448	81473979
"NC_044214.2"	82021947	82044744	"+"	"gene"	"VEGFA"	GeneID:100230266	"VEGFA"	82019947	82044744
"NC_044214.2"	82361305	82371637	"-"	"gene"	"MRPL14"	GeneID:100190501	"MRPL14"	82361305	82373637
"NC_044214.2"	82371699	82421019	"+"	"gene"	"TMEM63B"	GeneID:100220684	"TMEM63B"	82369699	82421019
"NC_044214.2"	82518688	82531842	"-"	"gene"	"NFKBIE"	GeneID:115494428	"NFKBIE"	82518688	82533842
"NC_044214.2"	82619620	82646053	"+"	"gene"	"CMTR1"	GeneID:100221592	"CMTR1"	82617620	82646053
"NC_044214.2"	82646451	82659311	"-"	"gene"	"CCDC167"	GeneID:101233295	"CCDC167"	82646451	82661311
"NC_044214.2"	83064923	83205435	"+"	"gene"	"ZFAND3"	GeneID:100222603	"ZFAND3"	83062923	83205435
"NC_044214.2"	83376698	83383331	"-"	"gene"	"GLO1"	GeneID:100190661	"GLO1"	83376698	83385331
"NC_044214.2"	84398306	84430938	"+"	"gene"	"XRN2"	GeneID:100225776	"XRN2"	84396306	84430938
"NC_044214.2"	84632343	84640501	"+"	"gene"	"LOC100231535"	GeneID:100231535	"LOC100231535"	84630343	84640501
"NC_044214.2"	84666804	84680103	"-"	"gene"	"ZC3H6"	GeneID:100228622	"ZC3H6"	84666804	84682103
"NC_044214.2"	84711124	84736194	"+"	"gene"	"ANAPC1"	GeneID:100221992	"ANAPC1"	84709124	84736194
"NC_044214.2"	84764689	84788271	"-"	"gene"	"BUB1"	GeneID:100227797	"BUB1"	84764689	84790271
"NC_044214.2"	84788303	84789053	"+"	"gene"	"MTLN"	GeneID:121469767	"MTLN"	84786303	84789053
"NC_044214.2"	84818568	84826971	"+"	"gene"	"ERLEC1"	GeneID:100232562	"ERLEC1"	84816568	84826971
"NC_044214.2"	84900667	84934099	"+"	"gene"	"ACYP2"	GeneID:100224805	"ACYP2"	84898667	84934099
"NC_044214.2"	84961990	85096535	"+"	"gene"	"SPTBN1"	GeneID:100227699	"SPTBN1"	84959990	85096535
"NC_044214.2"	85102228	85196065	"+"	"gene"	"EML6"	GeneID:100230511	"EML6"	85100228	85196065
"NC_044214.2"	85298527	85300063	"+"	"gene"	"LOC100230549"	GeneID:100230549	"LOC100230549"	85296527	85300063
"NC_044214.2"	85301253	85366672	"-"	"gene"	"CCDC88A"	GeneID:100220912	"CCDC88A"	85301253	85368672
"NC_044214.2"	86123202	86565742	"+"	"gene"	"LOC115494452"	GeneID:115494452	"LOC115494452"	86121202	86565742
"NC_044214.2"	87233525	87345523	"-"	"gene"	"USP34"	GeneID:100228693	"USP34"	87233525	87347523
"NC_044214.2"	87444214	87452996	"-"	"gene"	"FAM161A"	GeneID:100224848	"FAM161A"	87444214	87454996
"NC_044214.2"	88106389	88127248	"-"	"gene"	"TMX4"	GeneID:100223878	"TMX4"	88106389	88129248
"NC_044214.2"	88172769	88512028	"+"	"gene"	"PLCB1"	GeneID:100219122	"PLCB1"	88170769	88512028
"NC_044214.2"	88751108	88910815	"-"	"gene"	"PAK5"	GeneID:100224879	"PAK5"	88751108	88912815
"NC_044214.2"	89150092	89185856	"-"	"gene"	"JAG1"	GeneID:100218171	"JAG1"	89150092	89187856
"NC_044214.2"	89745562	89748303	"-"	"gene"	"LOC100190483"	GeneID:100190483	"LOC100190483"	89745562	89750303
"NC_044214.2"	89774061	89785519	"+"	"gene"	"DSTN"	GeneID:100190417	"DSTN"	89772061	89785519
"NC_044214.2"	89966071	89967589	"+"	"gene"	"SMIM26"	GeneID:105759074	"SMIM26"	89964071	89967589
"NC_044214.2"	89968588	89981055	"+"	"gene"	"DTD1"	GeneID:100190723	"DTD1"	89966588	89981055
"NC_044214.2"	92136341	92207096	"+"	"gene"	"FBXO11"	GeneID:100219052	"FBXO11"	92134341	92207096
"NC_044214.2"	92460273	92484474	"+"	"gene"	"WDR43"	GeneID:100225826	"WDR43"	92458273	92484474
"NC_044214.2"	93441767	93444100	"+"	"gene"	"GNMT"	GeneID:100231507	"GNMT"	93439767	93444100
"NC_044214.2"	93596815	93598068	"-"	"gene"	"MEA1"	GeneID:100218180	"MEA1"	93596815	93600068
"NC_044214.2"	93712469	93714064	"-"	"gene"	"MRPL2"	GeneID:100190175	"MRPL2"	93712469	93716064
"NC_044214.2"	94060749	94090871	"+"	"gene"	"EHD3"	GeneID:100229681	"EHD3"	94058749	94090871
"NC_044214.2"	94582490	94630232	"-"	"gene"	"STUM"	GeneID:100220109	"STUM"	94582490	94632232
"NC_044214.2"	94679498	94712242	"+"	"gene"	"PARP1"	GeneID:100227818	"PARP1"	94677498	94712242
"NC_044214.2"	94781910	94799450	"+"	"gene"	"ACBD3"	GeneID:100222983	"ACBD3"	94779910	94799450
"NC_044214.2"	94822856	94829533	"-"	"gene"	"H3F3A"	GeneID:100225857	"H3F3A"	94822856	94831533
"NC_044214.2"	94986766	95077159	"+"	"gene"	"ENAH"	GeneID:100231590	"ENAH"	94984766	95077159
"NC_044214.2"	95166411	95216823	"-"	"gene"	"CNIH3"	GeneID:100224861	"CNIH3"	95166411	95218823
"NC_044214.2"	95250570	95281985	"+"	"gene"	"WDR26"	GeneID:100231613	"WDR26"	95248570	95281985
"NC_044214.2"	95285017	95293124	"-"	"gene"	"CNIH4"	GeneID:101233391	"CNIH4"	95285017	95295124
"NC_044214.2"	95336803	95341633	"-"	"gene"	"DEGS1"	GeneID:100219126	"DEGS1"	95336803	95343633
"NC_044214.2"	95370610	95421876	"+"	"gene"	"TP53BP2"	GeneID:100221962	"TP53BP2"	95368610	95421876
"NC_044214.2"	95463765	95468715	"-"	"gene"	"CRIPT"	GeneID:100224880	"CRIPT"	95463765	95470715
"NC_044214.2"	95599207	95675489	"-"	"gene"	"EPAS1"	GeneID:100220014	"EPAS1"	95599207	95677489
"NC_044214.2"	95724047	96009314	"-"	"gene"	"PRKCE"	GeneID:100230589	"PRKCE"	95724047	96011314
"NC_044214.2"	96404769	96420717	"-"	"gene"	"SIX3"	GeneID:100228710	"SIX3"	96404769	96422717
"NC_044214.2"	96802827	96863668	"-"	"gene"	"PPM1B"	GeneID:100220992	"PPM1B"	96802827	96865668
"NC_044214.2"	98415569	98421811	"+"	"gene"	"LOC100232533"	GeneID:100232533	"LOC100232533"	98413569	98421811
"NC_044214.2"	99467734	99474465	"+"	"gene"	"MRPS10"	GeneID:100228662	"MRPS10"	99465734	99474465
"NC_044214.2"	100026350	100053355	"+"	"gene"	"RCOR3"	GeneID:100228718	"RCOR3"	100024350	100053355
"NC_044214.2"	100217736	100279722	"-"	"gene"	"LPGAT1"	GeneID:100227704	"LPGAT1"	100217736	100281722
"NC_044214.2"	100430780	100449867	"-"	"gene"	"PACC1"	GeneID:100223906	"PACC1"	100430780	100451867
"NC_044214.2"	100583675	100589636	"+"	"gene"	"TATDN3"	GeneID:100190599	"TATDN3"	100581675	100589636
"NC_044214.2"	100605990	100621295	"+"	"gene"	"FLVCR1"	GeneID:100222901	"FLVCR1"	100603990	100621295
"NC_044214.2"	100686081	100771471	"+"	"gene"	"RPS6KC1"	GeneID:100229684	"RPS6KC1"	100684081	100771471
"NC_044214.2"	102601872	102720814	"-"	"gene"	"GPATCH2"	GeneID:100228731	"GPATCH2"	102601872	102722814
"NC_044214.2"	103630832	103668506	"-"	"gene"	"EPRS1"	GeneID:100218061	"EPRS1"	103630832	103670506
"NC_044214.2"	104933739	104967195	"+"	"gene"	"SOCS5"	GeneID:100222989	"SOCS5"	104931739	104967195
"NC_044214.2"	105802337	105808708	"-"	"gene"	"MRPL33"	GeneID:100219134	"MRPL33"	105802337	105810708
"NC_044214.2"	105971814	105991653	"+"	"gene"	"SUPT7L"	GeneID:100221967	"SUPT7L"	105969814	105991653
"NC_044214.2"	107897053	107904144	"+"	"gene"	"NDUFAF5"	GeneID:100218560	"NDUFAF5"	107895053	107904144
"NC_044214.2"	108965074	108970788	"+"	"gene"	"SNRPB2"	GeneID:101233518	"SNRPB2"	108963074	108970788
"NC_044214.2"	109416256	109428972	"+"	"gene"	"C1D"	GeneID:100219493	"C1D"	109414256	109428972
"NC_044214.2"	110622366	110681231	"+"	"gene"	"SPRED2"	GeneID:100225254	"SPRED2"	110620366	110681231
"NC_044214.2"	110854479	110932348	"+"	"gene"	"SERTAD2"	GeneID:100228138	"SERTAD2"	110852479	110932348
"NC_044214.2"	111404228	111603541	"-"	"gene"	"EHBP1"	GeneID:100227159	"EHBP1"	111404228	111605541
"NC_044214.2"	112243889	112255003	"+"	"gene"	"LOC121469813"	GeneID:121469813	"LOC121469813"	112241889	112255003
"NC_044214.2"	112259106	112281472	"-"	"gene"	"LOC105759048"	GeneID:105759048	"LOC105759048"	112259106	112283472
"NC_044214.2"	112289279	112329223	"-"	"gene"	"ATL2"	GeneID:100229000	"ATL2"	112289279	112331223
"NC_044214.2"	112344082	112370922	"-"	"gene"	"HNRNPLL"	GeneID:100229003	"HNRNPLL"	112344082	112372922
"NC_044215.2"	56793	205033	"+"	"gene"	"ATRN"	GeneID:100226982	"ATRN"	54793	205033
"NC_044215.2"	455422	509618	"-"	"gene"	"ALMS1"	GeneID:105759253	"ALMS1"	455422	511618
"NC_044215.2"	575849	578878	"+"	"gene"	"PRADC1"	GeneID:100190516	"PRADC1"	573849	578878
"NC_044215.2"	1743590	1793688	"+"	"gene"	"ZNF638"	GeneID:100232274	"ZNF638"	1741590	1793688
"NC_044215.2"	2034776	2035993	"+"	"gene"	"LOC121469845"	GeneID:121469845	"LOC121469845"	2032776	2035993
"NC_044215.2"	2197449	2268017	"+"	"gene"	"DNAAF9"	GeneID:100232102	"DNAAF9"	2195449	2268017
"NC_044215.2"	3968327	3972733	"+"	"gene"	"LOC121469952"	GeneID:121469952	"LOC121469952"	3966327	3972733
"NC_044215.2"	5270413	5286716	"-"	"gene"	"SUCLG1"	GeneID:100224467	"SUCLG1"	5270413	5288716
"NC_044215.2"	8035096	8064186	"-"	"gene"	"LETM1"	GeneID:100229484	"LETM1"	8035096	8066186
"NC_044215.2"	8184415	8211162	"-"	"gene"	"NELFA"	GeneID:100221759	"NELFA"	8184415	8213162
"NC_044215.2"	8617485	8763031	"-"	"gene"	"ZFYVE28"	GeneID:100223756	"ZFYVE28"	8617485	8765031
"NC_044215.2"	9228514	9307818	"+"	"gene"	"HTT"	GeneID:100219938	"HTT"	9226514	9307818
"NC_044215.2"	11597407	11659769	"-"	"gene"	"KIAA0232"	GeneID:100230423	"KIAA0232"	11597407	11661769
"NC_044215.2"	12247246	12297159	"+"	"gene"	"CRMP1"	GeneID:100228581	"CRMP1"	12245246	12297159
"NC_044215.2"	12918950	12941453	"-"	"gene"	"NSG1"	GeneID:100190352	"NSG1"	12918950	12943453
"NC_044215.2"	14872918	14905324	"-"	"gene"	"FBXL5"	GeneID:100221746	"FBXL5"	14872918	14907324
"NC_044215.2"	18293116	18295704	"+"	"gene"	"SMIM20"	GeneID:100218970	"SMIM20"	18291116	18295704
"NC_044215.2"	18475352	18523783	"+"	"gene"	"TBC1D19"	GeneID:100224693	"TBC1D19"	18473352	18523783
"NC_044215.2"	18540428	18610195	"+"	"gene"	"STIM2"	GeneID:100217984	"STIM2"	18538428	18610195
"NC_044215.2"	22558300	22563368	"-"	"gene"	"RPL9"	GeneID:100190185	"RPL9"	22558300	22565368
"NC_044215.2"	22598280	22651841	"-"	"gene"	"SMIM14"	GeneID:100220785	"SMIM14"	22598280	22653841
"NC_044215.2"	22651886	22695360	"+"	"gene"	"UBE2K"	GeneID:100226700	"UBE2K"	22649886	22695360
"NC_044215.2"	23237789	23242591	"+"	"gene"	"UCHL1"	GeneID:751589	"UCHL1"	23235789	23242591
"NC_044215.2"	23266147	23437789	"+"	"gene"	"LIMCH1"	GeneID:100222775	"LIMCH1"	23264147	23437789
"NC_044215.2"	23552632	23587615	"+"	"gene"	"SLC30A9"	GeneID:100217994	"SLC30A9"	23550632	23587615
"NC_044215.2"	25212084	25217432	"-"	"gene"	"COMMD8"	GeneID:100223163	"COMMD8"	25212084	25219432
"NC_044215.2"	25588207	25590843	"+"	"gene"	"SLC10A4"	GeneID:100231863	"SLC10A4"	25586207	25590843
"NC_044215.2"	25595594	25756942	"-"	"gene"	"FRYL"	GeneID:100226104	"FRYL"	25595594	25758942
"NC_044215.2"	25761617	25777106	"+"	"gene"	"OCIAD1"	GeneID:100190306	"OCIAD1"	25759617	25777106
"NC_044215.2"	25836830	25879223	"+"	"gene"	"DCUN1D4"	GeneID:100232761	"DCUN1D4"	25834830	25879223
"NC_044215.2"	26324198	26362514	"+"	"gene"	"FIP1L1"	GeneID:100223225	"FIP1L1"	26322198	26362514
"NC_044215.2"	27015953	27080209	"-"	"gene"	"CLOCK"	GeneID:100219382	"CLOCK"	27015953	27082209
"NC_044215.2"	27234543	27361928	"+"	"gene"	"CRACD"	GeneID:100224221	"CRACD"	27232543	27361928
"NC_044215.2"	28480115	28592178	"+"	"gene"	"TUSC3"	GeneID:100190471	"TUSC3"	28478115	28592178
"NC_044215.2"	29491042	29497164	"-"	"gene"	"FRG1"	GeneID:100190404	"FRG1"	29491042	29499164
"NC_044215.2"	30508926	30613074	"+"	"gene"	"FAT1"	GeneID:100231872	"FAT1"	30506926	30613074
"NC_044215.2"	31008021	31033195	"-"	"gene"	"FAM149A"	GeneID:100231831	"FAM149A"	31008021	31035195
"NC_044215.2"	31348789	31351382	"-"	"gene"	"ANKRD37"	GeneID:100222175	"ANKRD37"	31348789	31353382
"NC_044215.2"	31986988	31994699	"+"	"gene"	"RWDD4"	GeneID:100224125	"RWDD4"	31984988	31994699
"NC_044215.2"	34742049	34749680	"-"	"gene"	"SPCS3"	GeneID:100228037	"SPCS3"	34742049	34751680
"NC_044215.2"	34749421	34790390	"+"	"gene"	"ASB5"	GeneID:100224127	"ASB5"	34747421	34790390
"NC_044215.2"	35864627	35940655	"-"	"gene"	"GALNT7"	GeneID:100223249	"GALNT7"	35864627	35942655
"NC_044215.2"	37250194	37440552	"-"	"gene"	"PALLD"	GeneID:100228045	"PALLD"	37250194	37442552
"NC_044215.2"	37454704	37466755	"-"	"gene"	"LOC101233484"	GeneID:101233484	"LOC101233484"	37454704	37468755
"NC_044215.2"	38909075	38925413	"-"	"gene"	"TMA16"	GeneID:100228374	"TMA16"	38909075	38927413
"NC_044215.2"	40083203	40265627	"-"	"gene"	"RAPGEF2"	GeneID:100224541	"RAPGEF2"	40083203	40267627
"NC_044215.2"	40375514	40389832	"+"	"gene"	"PPID"	GeneID:100190545	"PPID"	40373514	40389832
"NC_044215.2"	40781195	40868927	"-"	"gene"	"GRIA2"	GeneID:751775	"GRIA2"	40781195	40870927
"NC_044215.2"	41943375	41958983	"+"	"gene"	"PLRG1"	GeneID:100232226	"PLRG1"	41941375	41958983
"NC_044215.2"	43378235	43381767	"-"	"gene"	"RPS3A"	GeneID:100190288	"RPS3A"	43378235	43383767
"NC_044215.2"	43849809	43855134	"-"	"gene"	"LEPROTL1"	GeneID:100224494	"LEPROTL1"	43849809	43857134
